,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene
WRE_WRE,0.025226636262149767,13.099196529942187,41.785506214704924,1.4552555816555781,0.22768651854581717,1.0,WRE_WRE
TMEM74_ENSTGUG00000022792.1,0.008374260005490556,-11.386851021351394,49.98010340237874,0.38927477896667995,0.5326808551713428,1.0,TMEM74_ENSTGUG00000022792.1
TMEM170B_ENSTGUG00000025839.1,0.008374260005490556,11.045678152806726,44.62787255528475,0.23495354976408933,0.6278749252433704,1.0,TMEM170B_ENSTGUG00000025839.1
_ENSTGUG00000020832.1,0.011176469611768337,0.0029887005193128028,5.927288601595241,-2.7955707082583103e-08,1.0,1.0,_ENSTGUG00000020832.1
_ENSTGUG00000020221.1,0.027919594820525653,11.377693822654376,41.47661309997737,0.25946808329521787,0.6104858243464855,1.0,_ENSTGUG00000020221.1
RDH10_ENSTGUG00000011532.2,0.011176469611768337,4.866385268434764,7.596385098298227,0.12364955966733504,0.7251094681087821,1.0,RDH10_ENSTGUG00000011532.2
EDN1_ENSTGUG00000005833.2,0.0,,,,,,EDN1_ENSTGUG00000005833.2
_ENSTGUG00000011566.2,0.0027914200018301855,0.1774562612032594,154.8212768357791,-3.6816629656044597e-07,1.0,1.0,_ENSTGUG00000011566.2
JPH1_ENSTGUG00000011568.2,0.016759309615428708,3.2337447500522725,5.559080727016847,0.07613668420997044,0.7826027787758938,1.0,JPH1_ENSTGUG00000011568.2
GDAP1_ENSTGUG00000027544.1,0.0,,,,,,GDAP1_ENSTGUG00000027544.1
_ENSTGUG00000026397.1,0.0,,,,,,_ENSTGUG00000026397.1
_ENSTGUG00000020337.1,0.0,,,,,,_ENSTGUG00000020337.1
PEX2_ENSTGUG00000027344.1,0.011176469611768337,10.17076599580497,46.12489784629331,0.1932206776355052,0.6602494851558554,1.0,PEX2_ENSTGUG00000027344.1
PKIA_ENSTGUG00000025587.1,0.025155148829814455,-6.692373503151169,7.0707364664173005,0.6152140849624033,0.432831342112717,1.0,PKIA_ENSTGUG00000025587.1
GFOD1_ENSTGUG00000027728.1,0.011165680007320742,-12.292109846538708,48.299916614841734,0.7802724466802751,0.3770578288653812,1.0,GFOD1_ENSTGUG00000027728.1
IL7_ENSTGUG00000011619.2,0.0,,,,,,IL7_ENSTGUG00000011619.2
_ENSTGUG00000026838.1,3.0267817922936757,-0.3676253573863618,0.16734309239573708,4.388419259318198,0.03618384620126347,1.0,_ENSTGUG00000026838.1
_ENSTGUG00000022509.1,0.0,,,,,,_ENSTGUG00000022509.1
FABP5_ENSTGUG00000024298.1,0.036369268078503776,3.821408181820259,5.671746605006163,0.19208558770152706,0.6611864401744846,1.0,FABP5_ENSTGUG00000024298.1
PMP2_ENSTGUG00000011663.2,0.016759309615428708,-5.531064818931435,7.322449329621367,0.2636466036970049,0.6076258849837107,1.0,PMP2_ENSTGUG00000011663.2
FABP4_ENSTGUG00000011667.2,0.013957100009150927,-11.895752619185416,48.88642306955807,0.431613669131508,0.5111982058795369,1.0,FABP4_ENSTGUG00000011667.2
ZFAND1_ENSTGUG00000011672.2,0.0056071622723622445,11.136704371287749,44.97562041536841,0.389439342332075,0.5325942544737288,1.0,ZFAND1_ENSTGUG00000011672.2
CHMP4C_ENSTGUG00000011678.2,0.0,,,,,,CHMP4C_ENSTGUG00000011678.2
RNF182_ENSTGUG00000027109.1,0.0,,,,,,RNF182_ENSTGUG00000027109.1
RALYL_ENSTGUG00000011689.2,0.0,,,,,,RALYL_ENSTGUG00000011689.2
MCUR1_ENSTGUG00000006092.2,0.0027914200018301855,-10.477482969597576,52.03995668504944,0.19361530716498088,0.6599245093038878,1.0,MCUR1_ENSTGUG00000006092.2
SIRT5_ENSTGUG00000006129.2,0.044698249431624495,-5.466588397360246,5.270677077493446,0.4090272353169411,0.5224636556245474,1.0,SIRT5_ENSTGUG00000006129.2
TPMT_ENSTGUG00000006234.2,0.0027914200018301855,-10.47986326771477,52.03395049179719,0.19372879885075278,0.6598311225482073,1.0,TPMT_ENSTGUG00000006234.2
CA2_ENSTGUG00000011728.2,3.054975902991333,-1.6558355211518179,0.20670373814898593,56.78799422825432,4.854209259476524e-14,7.130833402171014e-11,CA2_ENSTGUG00000011728.2
KDM1B_ENSTGUG00000006257.2,0.0055882348058841685,0.003709973677776034,8.376428833263056,-4.316158275230464e-08,1.0,1.0,KDM1B_ENSTGUG00000006257.2
RNF144B_ENSTGUG00000026004.1,0.0,,,,,,RNF144B_ENSTGUG00000026004.1
ID4_ENSTGUG00000006296.2,0.06705928998267591,-5.055784454196659,4.017693519420526,0.5470276559562137,0.45953474203565303,1.0,ID4_ENSTGUG00000006296.2
E2F3_ENSTGUG00000006335.2,0.022364655203757963,0.002167271576312773,5.88258099588845,-1.1944287336973503e-08,1.0,1.0,E2F3_ENSTGUG00000006335.2
MMP16_ENSTGUG00000011786.2,0.0027995161137307776,0.17743146162751167,154.8212768357129,-3.679967610636936e-07,1.0,1.0,MMP16_ENSTGUG00000011786.2
NBN_ENSTGUG00000011805.2,0.01396518830643684,-5.155700800524639,7.608422936773212,0.13337437541829544,0.7149587097773659,1.0,NBN_ENSTGUG00000011805.2
CALB1_ENSTGUG00000011825.2,0.00698664220791116,-0.4678192611407955,8.424025615338167,0.0005315825903728921,0.9816055435044747,1.0,CALB1_ENSTGUG00000011825.2
NRSN1_ENSTGUG00000006383.2,0.025159424777201424,5.39176744645595,5.277204371848222,0.39706209757387967,0.528610425659552,1.0,NRSN1_ENSTGUG00000006383.2
VIRMA_ENSTGUG00000011895.2,0.022347544421312877,-12.296675466416083,48.38150148418436,0.6276506276701284,0.4282183908496046,1.0,VIRMA_ENSTGUG00000011895.2
SKAP2_ENSTGUG00000002889.2,0.0027914200018301855,-10.475102744910638,52.04596463164149,0.19350182809726046,0.6600179183466743,1.0,SKAP2_ENSTGUG00000002889.2
_ENSTGUG00000020082.1,0.008379652203681164,-11.889258867308346,48.821972250438655,0.43145696008888557,0.5112749048000776,1.0,_ENSTGUG00000020082.1
CDH18_ENSTGUG00000007189.2,0.008388210198936897,-10.497946348488536,52.191195309887874,0.19388494414337032,0.6597026915793442,1.0,CDH18_ENSTGUG00000007189.2
LPCAT1_ENSTGUG00000008465.2,0.0027995161137307776,-10.483435669281288,52.02497005583694,0.19389905666414542,0.6596910869412338,1.0,LPCAT1_ENSTGUG00000008465.2
ALDH5A1_ENSTGUG00000006463.2,0.011176469611768337,-11.392538915800285,50.04853937987261,0.38926532784567414,0.5326858295515197,1.0,ALDH5A1_ENSTGUG00000006463.2
SYBU_ENSTGUG00000012263.2,0.012612674100747397,-4.87012839087473,7.60345255874715,0.1268895998566144,0.721679061545567,1.0,SYBU_ENSTGUG00000012263.2
FKBP9_ENSTGUG00000005249.2,0.0027914200018301855,10.244050918137594,47.1759365814633,0.19321669852499213,0.6602527639533715,1.0,FKBP9_ENSTGUG00000005249.2
