,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,cluster,number_of_subsamples
0,HBAA_ENSTGUG00000004372.2,3.7772545195828235,5.6269097869596765,0.3767597680466291,898.1099556817162,2.5275172744901592e-197,8.745209769735951e-194,HBAA_ENSTGUG00000004372.2,mural cells 2,10
1,HBAD_ENSTGUG00000004381.2,2.4978555904426667,-8.935377743022672,1.4314091816424503,678.3877301570208,1.4980949026134575e-149,2.5827156121056007e-146,HBAD_ENSTGUG00000004381.2,mural cells 2,10
2,HBAA_ENSTGUG00000004372.2,5.678484220468175,-7.815879344451416,0.6456283981718283,1510.854234743679,0.0,0.0,HBAA_ENSTGUG00000004372.2,mural cells 2,10
3,HBAD_ENSTGUG00000004381.2,9.178013372482477,-9.851455090739817,1.0297523126827022,2493.40923409179,0.0,0.0,HBAD_ENSTGUG00000004381.2,mural cells 2,10
4,HBAA_ENSTGUG00000004372.2,14.4344576222134,-9.47799910725074,0.7243268443838925,3892.044615887909,0.0,0.0,HBAA_ENSTGUG00000004372.2,mural cells 2,10
5,HBAD_ENSTGUG00000004381.2,9.473336102410263,-7.379953540004737,0.4290268792938925,2493.5114618890752,0.0,0.0,HBAD_ENSTGUG00000004381.2,mural cells 2,10
6,HBAA_ENSTGUG00000004372.2,14.650107677635756,-7.617323898694846,0.3750564552015405,3876.664397702518,0.0,0.0,HBAA_ENSTGUG00000004372.2,mural cells 2,10
7,_ENSTGUG00000028479.1,6.9722927380884325,-17.387396464741027,15.899258263940725,1932.4421044240146,0.0,0.0,_ENSTGUG00000028479.1,mural cells 2,10
8,_ENSTGUG00000028531.1,3.7312350321027483,-9.531551470627669,1.4388721446748252,1018.9424235718013,1.3705790590298964e-223,1.1646495554106546e-220,_ENSTGUG00000028531.1,mural cells 2,10
9,HBAD_ENSTGUG00000004381.2,2.678740916556402,2.7920459204320283,0.18525293992386216,341.34525990982866,3.250114084096924e-76,2.7837227130290158e-73,HBAD_ENSTGUG00000004381.2,mural cells 2,10
10,HBAA_ENSTGUG00000004372.2,4.417378885592365,3.0590479348746102,0.14773437625061367,670.4218688423542,8.088378903441699e-148,9.23692870773042e-145,HBAA_ENSTGUG00000004372.2,mural cells 2,10
11,_ENSTGUG00000028479.1,7.004782605046433,-17.595721600674604,17.117856128467444,1926.9990643386973,0.0,0.0,_ENSTGUG00000028479.1,mural cells 2,10
12,_ENSTGUG00000028531.1,3.735512645467256,-16.664786118299773,16.970831944326587,1027.6140525691703,1.7866815997651462e-225,3.0605855803976953e-222,_ENSTGUG00000028531.1,mural cells 2,10
